tourist_id,age,gender,nationality,city_visited,trip_duration_days,season,travel_company,total_spending_usd
T00343,7,Female,Australia,Cairo,5,Summer,Oasis Travel Egypt,810.61
T00344,7,Female,UK,Alexandria,8,Spring,Travel Experts Egypt,1007.92
T00345,6,Female,Germany,Aswan,5,Autumn,Egypt Tailor Made Tours,843.52
T00346,18,Female,UK,Sharm El Sheikh,9,Winter,Falcon Travel Egypt,1430.11
T00347,7,Male,Netherlands,Sharm El Sheikh,8,Autumn,Explore Egypt Tours,2466.33
T00348,13,Female,Norway,Cairo,3,Spring,Egypt Tours Portal,392.89
T00349,9,Male,France,Hurghada,2,Spring,Mirage Travel Egypt,439.83
T00350,17,Male,USA,Hurghada,3,Summer,Travel Line Egypt,531.94
T00351,5,Female,Italy,Aswan,10,Autumn,Top Travel Egypt,1500.81
T00352,14,Male,Canada,Alexandria,10,Spring,Paradise Travel Egypt,922.24
T00353,13,Female,Italy,Cairo,4,Spring,Star Travel Egypt,790.59
T00354,9,Male,Germany,Aswan,3,Winter,Infinity Travel Egypt,594.52
T00355,16,Female,USA,Aswan,8,Autumn,Dynasty Travel Egypt,2306.99
T00356,8,Male,Netherlands,Cairo,9,Spring,World Travel Egypt,1177.5
T00357,18,Male,Denmark,Sharm El Sheikh,2,Autumn,Pharaohs Tours,489.72
T00358,18,Male,Spain,Luxor,4,Winter,Cosmos Travel Egypt,483.15
T00359,15,Female,Sweden,Luxor,4,Autumn,Wings Tours Egypt,711.18
T00360,15,Male,Germany,Aswan,8,Winter,Silver Travel Egypt,1474.24
T00361,17,Male,UK,Alexandria,3,Autumn,On The Go Tours Egypt,363.22
T00362,11,Female,France,Hurghada,6,Summer,Embrace Egypt,1592.85
T00363,14,Female,Italy,Aswan,3,Summer,Nile Travel Egypt,601.03
T00364,13,Female,Italy,Hurghada,8,Winter,Lotus Tours Egypt,2039.25
T00365,18,Female,Sweden,Aswan,6,Winter,Victory Travel Egypt,1351.23
T00366,16,Male,Netherlands,Sharm El Sheikh,8,Winter,Falcon Travel Egypt,1436.24
T00367,13,Male,Australia,Aswan,10,Spring,Star Travel Egypt,1332.88
T00368,9,Male,USA,Alexandria,10,Spring,On The Go Tours Egypt,1179.67
T00369,16,Male,USA,Alexandria,3,Winter,Classic Tours Egypt,522.24
T00370,16,Male,Germany,Aswan,6,Winter,Smart Travel Egypt,1417.87
T00371,15,Female,Germany,Aswan,4,Summer,Royal Travel Egypt,812.88
T00372,15,Male,USA,Hurghada,8,Winter,Isis Travel,2146.11
T00373,6,Female,Germany,Hurghada,9,Autumn,Classic Tours Egypt,2833.31
T00374,10,Male,Spain,Sharm El Sheikh,8,Winter,Travel World Egypt,1785.55
T00375,8,Female,UK,Cairo,3,Autumn,Star Travel Egypt,553.29
T00376,17,Male,Denmark,Alexandria,3,Summer,Great Pyramid Travel,327.56
T00377,17,Female,Netherlands,Cairo,10,Summer,Emo Tours Egypt,1022.39
T00378,12,Female,France,Luxor,3,Summer,Karnak Tours,580.92
T00379,7,Female,Australia,Aswan,5,Summer,Magic Carpet Travel,1082.7
T00380,11,Female,Spain,Sharm El Sheikh,2,Summer,Lotus Travel Egypt,462.16
T00381,5,Female,Italy,Cairo,5,Spring,Travel House Egypt,599.64
T00382,11,Male,Italy,Aswan,9,Spring,Prime Travel Egypt,1587.7
T00383,18,Male,UK,Hurghada,10,Summer,Sunrise Travel Egypt,2074.88
T00384,14,Female,France,Aswan,5,Winter,Classic Tours Egypt,1274.64
T00385,13,Male,Australia,Aswan,2,Autumn,Travel Services Egypt,340.06
T00386,11,Female,UK,Aswan,10,Winter,Egypt Direct Tours,1599.92
T00387,18,Female,Netherlands,Alexandria,9,Autumn,Paradise Travel Egypt,1564.34
T00388,18,Female,UK,Aswan,8,Summer,Prime Travel Egypt,2087.63
T00389,8,Male,Italy,Hurghada,10,Winter,Legend Travel Egypt,2993.8
T00390,17,Male,Australia,Hurghada,10,Autumn,Travel World Egypt,2724.66
T00391,12,Male,UK,Aswan,3,Winter,Memphis Tours,710.89
T00392,14,Female,UK,Luxor,5,Summer,Nile Travel Egypt,570.92
T00393,17,Female,USA,Sharm El Sheikh,3,Winter,Infinity Travel Egypt,1028.59
T00394,14,Female,Spain,Aswan,2,Summer,Queen Egypt Tours,585.24
T00395,10,Female,Denmark,Sharm El Sheikh,7,Autumn,Majestic Travel Egypt,1423.63
T00396,10,Male,Australia,Aswan,10,Summer,Platinum Travel Egypt,1434.97
T00397,7,Female,Spain,Aswan,3,Winter,Luxor and Aswan Travel,594.42
T00398,17,Female,Germany,Luxor,5,Summer,Blue Sky Travel Egypt,882.9
T00399,8,Female,France,Cairo,7,Autumn,Majestic Travel Egypt,1118.67
T00400,10,Male,Spain,Sharm El Sheikh,7,Winter,Nefertiti Travel,1673.37
T00401,13,Male,Germany,Cairo,6,Winter,Globe Travel Egypt,560.94
T00402,18,Female,UK,Luxor,6,Spring,Emo Tours Egypt,774.34
T00403,5,Male,Sweden,Aswan,3,Spring,Nile Blue Tours,581.1
T00404,12,Male,Spain,Sharm El Sheikh,10,Summer,Professional Travel Egypt,2713.1
T00405,10,Female,Australia,Aswan,8,Autumn,Luxor and Aswan Travel,1244.63
T00406,12,Female,Australia,Luxor,4,Autumn,Spring Tours,504.88
T00407,16,Male,Germany,Cairo,8,Summer,Orient Travel Egypt,1248.18
T00408,7,Male,Australia,Cairo,3,Summer,Queen Egypt Tours,486.22
T00409,8,Male,Norway,Aswan,4,Spring,On The Go Tours Egypt,663.35
T00410,6,Female,France,Luxor,4,Spring,White Desert Tours,637.6
T00411,7,Male,Canada,Cairo,3,Summer,Plan Egypt Tours,572.02
T00412,7,Female,Sweden,Cairo,7,Autumn,Platinum Travel Egypt,946.72
T00413,8,Female,Australia,Sharm El Sheikh,2,Winter,Travel World Egypt,343.63
T00414,5,Female,Spain,Sharm El Sheikh,9,Winter,Oasis Travel Egypt,1642.76
T00415,5,Male,UK,Hurghada,9,Spring,International Travel Egypt,1877.72
T00416,6,Male,UK,Hurghada,2,Winter,Karnak Tours,346.25
T00417,13,Female,Sweden,Alexandria,4,Spring,Insight Vacations Egypt,423.71
T00418,11,Male,Denmark,Luxor,10,Autumn,Emerald Travel Egypt,2348.77
T00419,14,Female,UK,Hurghada,5,Spring,Sky Travel Egypt,1194.04
T00420,16,Female,USA,Cairo,8,Autumn,Zenith Travel Egypt,1473.35
T00421,18,Male,Germany,Cairo,4,Summer,Lotus Tours Egypt,518.59
T00422,9,Male,Spain,Aswan,10,Spring,Cosmos Travel Egypt,2320.8
T00423,15,Female,Italy,Cairo,2,Autumn,Global Travel Egypt,269.68
T00424,11,Male,Netherlands,Cairo,4,Summer,Globe Travel Egypt,627.03
T00425,10,Male,UK,Sharm El Sheikh,5,Autumn,Ultimate Travel Egypt,1244.04
T00426,10,Male,Norway,Sharm El Sheikh,3,Summer,Moon Travel Egypt,840.48
T00427,14,Male,Spain,Sharm El Sheikh,5,Autumn,Explore Egypt Tours,1163.44
T00428,8,Male,UK,Aswan,3,Spring,Top Travel Egypt,778.05
T00429,15,Female,Spain,Alexandria,4,Winter,Nile Blue Tours,624.79
T00430,11,Male,Spain,Aswan,8,Spring,Platinum Travel Egypt,1329.44
T00431,7,Male,Australia,Luxor,2,Autumn,Paradise Travel Egypt,396.99
T00432,5,Female,UK,Sharm El Sheikh,6,Winter,Ultimate Travel Egypt,1753.14
T00433,16,Male,Canada,Alexandria,9,Autumn,Egypt Tours Portal,1329.74
T00434,10,Male,France,Alexandria,5,Spring,Scandia Tours Egypt,590.2
T00435,13,Female,Italy,Aswan,10,Summer,Global Travel Egypt,2950.62
T00436,13,Female,Netherlands,Alexandria,9,Winter,Premier Travel Egypt,1065.0
T00437,18,Female,Australia,Aswan,6,Spring,Wings Tours Egypt,1336.63
T00438,14,Male,Denmark,Sharm El Sheikh,5,Summer,On The Go Tours Egypt,982.95
T00439,14,Male,Sweden,Hurghada,6,Summer,Insight Vacations Egypt,1328.27
T00440,16,Female,Australia,Aswan,8,Autumn,Golden Travel Egypt,1168.78
T00441,9,Female,France,Sharm El Sheikh,10,Summer,Nile Blue Tours,3133.23
T00442,15,Female,Netherlands,Sharm El Sheikh,3,Autumn,Modern Travel Egypt,964.22
T00443,9,Female,Netherlands,Sharm El Sheikh,5,Spring,Plan Egypt Tours,1729.91
T00444,7,Male,Italy,Alexandria,7,Winter,Royal Travel Egypt,971.25
T00445,16,Female,USA,Luxor,8,Summer,Wonder Travel Egypt,1401.13
T00446,9,Female,Sweden,Cairo,7,Spring,Sun International,1289.7
T00447,18,Male,Denmark,Alexandria,3,Autumn,Lotus Tours Egypt,434.01
T00448,5,Male,France,Cairo,7,Summer,Golden Travel Egypt,659.83
T00449,15,Female,Denmark,Sharm El Sheikh,5,Autumn,Lotus Tours Egypt,800.97
T00450,8,Male,Sweden,Luxor,6,Autumn,Explore Egypt Tours,731.49
T00451,11,Male,Germany,Sharm El Sheikh,7,Winter,Isis Travel,1231.96
T00452,18,Male,France,Sharm El Sheikh,2,Winter,Galaxy Travel Egypt,540.95
T00453,5,Male,USA,Alexandria,2,Spring,Insight Vacations Egypt,252.03
T00454,16,Female,Netherlands,Aswan,5,Summer,Magic Carpet Travel,1322.84
T00455,16,Male,Germany,Cairo,4,Summer,Plan Egypt Tours,426.45
T00456,18,Female,UK,Aswan,9,Winter,Prestige Travel Egypt,2689.95
T00457,14,Male,Denmark,Aswan,5,Winter,Paradise Travel Egypt,1492.02
T00458,8,Male,Sweden,Hurghada,6,Autumn,MISR Travel,886.45
T00459,12,Female,Norway,Hurghada,7,Summer,Pyramids Land Tours,1582.27
T00460,18,Male,USA,Cairo,7,Autumn,Orient Travel Egypt,1087.13
T00461,18,Female,Netherlands,Sharm El Sheikh,9,Spring,Egypt Time Travel,2319.6
T00462,8,Male,Norway,Luxor,3,Spring,Cosmos Travel Egypt,681.19
T00463,14,Female,UK,Luxor,9,Spring,Vision Travel Egypt,1517.99
T00464,6,Male,Italy,Luxor,5,Autumn,Travel House Egypt,678.4
T00465,9,Female,Netherlands,Alexandria,4,Summer,Continental Tours Egypt,718.7
T00466,10,Female,Netherlands,Cairo,6,Winter,Travel Point Egypt,812.22
T00467,13,Female,Sweden,Hurghada,9,Winter,Emo Tours Egypt,1573.58
T00468,12,Female,Australia,Cairo,4,Summer,Heliopolis Travel,561.71
T00469,14,Female,Italy,Cairo,2,Winter,Mirage Travel Egypt,238.03
T00470,13,Male,Sweden,Sharm El Sheikh,8,Autumn,Galaxy Travel Egypt,2224.51
T00471,17,Male,Norway,Luxor,3,Summer,Memphis Tours,575.52
T00472,12,Male,Norway,Luxor,3,Autumn,Emo Tours Egypt,354.51
T00473,11,Female,USA,Cairo,3,Autumn,Nile Blue Tours,411.83
T00474,6,Male,UK,Sharm El Sheikh,9,Summer,Safari Travel Egypt,2434.45
T00475,8,Male,Denmark,Hurghada,8,Spring,Insight Vacations Egypt,1392.24
T00476,7,Male,Netherlands,Sharm El Sheikh,7,Spring,Vision Travel Egypt,1854.59
T00477,17,Male,Australia,Sharm El Sheikh,4,Spring,Egypt Direct Tours,804.95
T00478,9,Male,USA,Sharm El Sheikh,8,Winter,Osoris Travel,1253.37
T00479,17,Male,Netherlands,Luxor,10,Summer,Emerald Travel Egypt,1498.9
T00480,16,Male,Italy,Aswan,7,Summer,Pioneer Travel Egypt,1128.52
T00481,18,Male,Canada,Sharm El Sheikh,5,Spring,Embrace Egypt,952.91
T00482,7,Female,Spain,Luxor,4,Autumn,Top Travel Egypt,787.24
T00483,15,Female,Canada,Luxor,8,Winter,Pharaohs Tours,1256.21
T00484,16,Female,Spain,Hurghada,4,Summer,Golden Travel Egypt,733.56
T00485,12,Female,Netherlands,Alexandria,6,Autumn,Wonder Travel Egypt,671.36
T00486,5,Male,UK,Sharm El Sheikh,9,Spring,Pharaohs Tours,1715.12
T00487,14,Male,Sweden,Alexandria,7,Winter,Lotus Travel Egypt,1091.09
T00488,18,Female,Netherlands,Alexandria,2,Winter,Deluxe Tours Egypt,229.8
T00489,13,Male,Sweden,Cairo,10,Summer,Silver Travel Egypt,977.86
T00490,14,Male,Canada,Hurghada,5,Spring,Sakkara Travel,1294.51
T00491,7,Male,USA,Alexandria,10,Spring,Falcon Travel Egypt,1193.26
T00492,13,Male,France,Luxor,7,Winter,Abercrombie & Kent Egypt,1083.75
T00493,17,Male,Australia,Cairo,8,Spring,World Travel Egypt,760.13
T00494,17,Female,Italy,Luxor,4,Summer,Classic Tours Egypt,711.77
T00495,12,Female,Italy,Sharm El Sheikh,3,Autumn,Future Travel Egypt,910.37
T00496,13,Male,Denmark,Luxor,10,Spring,White Desert Tours,2354.01
T00497,9,Female,USA,Aswan,5,Autumn,Galaxy Travel Egypt,1472.25
T00498,15,Female,USA,Aswan,3,Winter,Adventure Egypt Tours,382.5
T00499,6,Male,Netherlands,Sharm El Sheikh,9,Summer,Travel Point Egypt,2297.94
T00500,12,Female,Spain,Aswan,6,Autumn,Nile Travel Egypt,1752.01
T00501,13,Female,Germany,Hurghada,10,Spring,Spring Tours,1483.16
T00502,17,Male,France,Aswan,6,Spring,Premier Travel Egypt,1724.32
T00503,16,Female,Germany,Aswan,6,Winter,Grand Tours Egypt,792.81
T00504,11,Female,Netherlands,Aswan,10,Summer,Orient Travel Egypt,2777.91
T00505,16,Male,Spain,Luxor,9,Spring,Travel Experts Egypt,1737.62
T00506,7,Female,Spain,Aswan,2,Spring,Sunrise Travel Egypt,393.92
T00507,15,Female,Sweden,Alexandria,5,Autumn,Travel World Egypt,516.88
T00508,16,Female,Netherlands,Aswan,9,Winter,Infinity Travel Egypt,1204.51
T00509,8,Female,Norway,Sharm El Sheikh,6,Summer,Blue Sky Travel Egypt,1120.44
T00510,16,Male,Australia,Alexandria,3,Autumn,New Horizon Travel Egypt,437.21
T00511,11,Female,Australia,Hurghada,2,Spring,Jasmine Travel Egypt,388.8
T00512,11,Male,Netherlands,Hurghada,4,Winter,Regency Travel Egypt,1077.94
T00513,8,Female,France,Luxor,10,Autumn,Pharaohs Tours,2313.82
T00514,15,Male,Sweden,Hurghada,7,Autumn,Echo Egypt Travel,2183.97
T00515,14,Female,UK,Sharm El Sheikh,3,Spring,Egypt Holiday Makers,1047.42
T00516,9,Female,Denmark,Sharm El Sheikh,3,Summer,Majestic Travel Egypt,680.7
T00517,14,Female,Spain,Hurghada,8,Summer,Prime Travel Egypt,1176.53
T00518,6,Male,UK,Aswan,10,Spring,Travel Point Egypt,1642.1
T00519,13,Female,Italy,Sharm El Sheikh,4,Winter,United Travel Egypt,942.76
T00520,17,Female,USA,Cairo,2,Winter,Falcon Travel Egypt,366.23
T00521,13,Male,France,Hurghada,7,Autumn,Continental Tours Egypt,1268.8
T00522,12,Female,UK,Hurghada,10,Autumn,Modern Travel Egypt,3075.65
T00523,10,Female,Germany,Aswan,5,Autumn,Zenith Travel Egypt,1276.07
T00524,13,Female,UK,Cairo,5,Winter,Egypt Tailor Made Tours,624.0
T00525,13,Female,Denmark,Aswan,3,Spring,Grand Tours Egypt,375.49
T00526,6,Male,Spain,Aswan,3,Autumn,Karnak Tours,708.81
T00527,14,Male,UK,Sharm El Sheikh,7,Autumn,Egypt Tours Portal,1878.35
T00528,8,Male,Sweden,Sharm El Sheikh,6,Autumn,Travel Services Egypt,1407.86
T00529,13,Female,Canada,Alexandria,3,Spring,Nile Travel Egypt,477.51
T00530,15,Male,Italy,Alexandria,10,Summer,MISR Travel,1343.25
T00531,16,Male,Denmark,Hurghada,10,Summer,Echo Egypt Travel,1585.22
T00532,13,Female,USA,Aswan,6,Summer,Embrace Egypt,1765.5
T00533,8,Female,Denmark,Sharm El Sheikh,6,Summer,Red Sea Travel Egypt,1946.31
T00534,18,Male,Germany,Alexandria,5,Autumn,Classic Tours Egypt,863.88
T00535,6,Female,France,Cairo,2,Spring,Elite Egypt Tours,301.93
T00536,11,Male,Canada,Sharm El Sheikh,3,Spring,Majestic Travel Egypt,635.4
T00537,14,Male,France,Sharm El Sheikh,3,Winter,Global Travel Egypt,883.18
T00538,17,Male,Australia,Hurghada,2,Spring,Travco Travel,559.47
T00539,18,Male,Spain,Alexandria,8,Autumn,White Desert Tours,1395.22
T00540,14,Male,France,Aswan,3,Spring,Sharm Club,834.54
T00541,10,Female,France,Aswan,4,Spring,King Tut Tours,1091.26
T00542,9,Female,Norway,Aswan,2,Summer,United Travel Egypt,244.5
T00543,7,Male,Sweden,Alexandria,7,Summer,Platinum Travel Egypt,764.56
T00544,13,Female,USA,Hurghada,6,Summer,Express Travel Egypt,1631.32
T00545,9,Male,UK,Aswan,3,Spring,Spring Tours,505.91
T00546,8,Female,Sweden,Luxor,10,Winter,Karnak Tours,1342.48
T00547,14,Female,Denmark,Alexandria,4,Autumn,Imperial Egypt,590.07
T00548,15,Male,Denmark,Aswan,5,Winter,Spring Tours,951.65
T00549,16,Female,USA,Hurghada,2,Summer,Travel Services Egypt,352.7
T00550,14,Male,France,Cairo,3,Autumn,Prestige Travel Egypt,343.02
T00551,13,Male,Sweden,Alexandria,7,Winter,Legend Travel Egypt,802.84
T00552,8,Male,Australia,Alexandria,7,Summer,United Travel Egypt,766.09
T00553,15,Male,USA,Hurghada,7,Spring,Travel Experts Egypt,2176.52
T00554,16,Female,Netherlands,Cairo,5,Summer,Jasmine Travel Egypt,439.66
T00555,6,Female,Norway,Cairo,9,Autumn,Journey Egypt,1068.46
T00556,7,Male,Denmark,Hurghada,8,Spring,Pyramids Land Tours,1769.57
T00557,7,Female,Spain,Hurghada,7,Autumn,Grand Tours Egypt,1786.02
T00558,7,Female,Canada,Luxor,3,Spring,Plan Egypt Tours,573.47
T00559,12,Female,France,Luxor,2,Winter,Silver Travel Egypt,295.97
T00560,18,Male,UK,Aswan,2,Autumn,Mirage Travel Egypt,566.22
T00561,13,Male,USA,Cairo,9,Summer,Professional Travel Egypt,1234.59
T00562,8,Male,Spain,Cairo,7,Winter,Egypt Tailor Made Tours,873.54
T00563,8,Male,Sweden,Luxor,6,Winter,Wonder Travel Egypt,1165.12
T00564,15,Female,Sweden,Aswan,2,Spring,MISR Travel,427.79
T00565,15,Female,Canada,Cairo,6,Spring,Abercrombie & Kent Egypt,1111.93
T00566,11,Female,Canada,Sharm El Sheikh,10,Winter,Luxor and Aswan Travel,3405.09
T00567,13,Male,Netherlands,Alexandria,3,Spring,Silver Travel Egypt,394.11
T00568,5,Female,Norway,Cairo,6,Spring,Crystal Travel Egypt,1053.15
T00569,11,Female,France,Cairo,4,Autumn,Universal Travel Egypt,538.86
T00570,13,Female,Australia,Sharm El Sheikh,2,Spring,Lady Egypt Tours,388.71
T00571,14,Male,Norway,Hurghada,7,Spring,Grand Tours Egypt,1848.87
T00572,13,Female,Netherlands,Alexandria,4,Winter,Egypt Tailor Made Tours,545.01
T00573,7,Male,Canada,Aswan,8,Autumn,Falcon Travel Egypt,1771.63
T00574,8,Male,Germany,Alexandria,7,Autumn,White Desert Tours,1133.24
T00575,8,Female,UK,Alexandria,10,Summer,Mirage Travel Egypt,966.29
T00576,7,Female,France,Cairo,3,Winter,Professional Travel Egypt,306.84
T00577,13,Male,Canada,Alexandria,5,Autumn,Egypt Tailor Made Tours,591.02
T00578,14,Male,Spain,Alexandria,5,Autumn,Explore Egypt Tours,524.76
T00579,5,Male,Spain,Cairo,8,Winter,Platinum Travel Egypt,825.38
T00580,14,Male,Norway,Alexandria,3,Autumn,Legend Travel Egypt,489.01
T00581,6,Male,Australia,Hurghada,2,Spring,Explore Egypt Tours,491.1
T00582,9,Female,France,Cairo,10,Autumn,On The Go Tours Egypt,1406.39
T00583,18,Male,Netherlands,Cairo,9,Summer,Lady Egypt Tours,1036.82
T00584,5,Male,Netherlands,Cairo,7,Summer,Sky Travel Egypt,858.46
T00585,11,Female,USA,Luxor,2,Autumn,Regency Travel Egypt,265.04
T00586,17,Male,Norway,Luxor,5,Autumn,Travel Masters Egypt,1068.98
T00587,13,Female,UK,Cairo,4,Summer,Paradise Travel Egypt,369.01
T00588,18,Female,Italy,Alexandria,10,Autumn,Falcon Travel Egypt,1052.44
T00589,18,Female,Spain,Hurghada,8,Autumn,Best Egypt Tours,1932.58
T00590,16,Female,France,Alexandria,9,Winter,Travco Travel,1288.43
T00591,15,Female,Italy,Luxor,10,Summer,Embrace Egypt,2075.91
T00592,12,Female,Canada,Aswan,3,Summer,Regency Travel Egypt,851.81
T00593,15,Female,Denmark,Cairo,7,Spring,Paradise Travel Egypt,1320.19
T00594,9,Female,Italy,Cairo,4,Summer,Grand Tours Egypt,633.79
T00595,16,Male,Canada,Cairo,6,Spring,Express Travel Egypt,1039.05
T00596,16,Male,Italy,Hurghada,10,Autumn,Legend Travel Egypt,2372.45
T00597,14,Female,France,Alexandria,3,Spring,Royal Travel Egypt,271.85
T00598,9,Female,Denmark,Luxor,5,Winter,Safari Travel Egypt,1075.86
T00599,5,Male,Denmark,Alexandria,8,Autumn,Embrace Egypt,1229.23
T00600,6,Female,Netherlands,Hurghada,9,Spring,Future Travel Egypt,2643.18
T00601,17,Female,Norway,Hurghada,9,Winter,On The Go Tours Egypt,2634.09
T00602,11,Female,Netherlands,Alexandria,10,Winter,Vision Travel Egypt,1679.73
T00603,5,Female,Netherlands,Hurghada,7,Winter,Crystal Travel Egypt,2044.42
T00604,15,Female,Australia,Alexandria,7,Summer,Orient Travel Egypt,1226.05
T00605,14,Male,Sweden,Hurghada,8,Winter,Star Travel Egypt,2212.85
T00606,16,Female,Sweden,Aswan,5,Winter,Osoris Travel,606.5
T00607,13,Female,Denmark,Sharm El Sheikh,9,Summer,Moon Travel Egypt,2932.42
T00608,5,Male,Italy,Luxor,5,Spring,Sun International,969.27
T00609,11,Female,Canada,Aswan,3,Spring,White Desert Tours,753.03
T00610,10,Female,Denmark,Aswan,5,Summer,Mirage Travel Egypt,1457.49
T00611,16,Female,USA,Sharm El Sheikh,8,Winter,Golden Egypt Tours,1777.28
T00612,12,Female,France,Sharm El Sheikh,5,Spring,Emerald Travel Egypt,1742.54
T00613,11,Female,Australia,Luxor,7,Spring,Zenith Travel Egypt,1234.15
T00614,17,Female,Sweden,Luxor,2,Autumn,Globe Travel Egypt,275.06
T00615,17,Male,UK,Alexandria,2,Spring,Regency Travel Egypt,269.89
T00616,9,Female,Canada,Hurghada,7,Autumn,Oasis Travel Egypt,1190.3
T00617,18,Male,UK,Aswan,9,Summer,Pyramids Land Tours,1486.29
T00618,18,Male,Sweden,Alexandria,7,Autumn,Wings Tours Egypt,1248.4
T00619,11,Female,Germany,Cairo,8,Summer,Pharaohs Tours,841.3
T00620,16,Female,France,Cairo,2,Winter,Magic Carpet Travel,321.91
T00621,9,Female,Canada,Aswan,2,Winter,Prestige Travel Egypt,517.38
T00622,11,Male,Spain,Cairo,3,Autumn,Plan Egypt Tours,520.04
T00623,9,Male,Netherlands,Alexandria,4,Summer,On The Go Tours Egypt,392.68
T00624,6,Male,Spain,Hurghada,6,Autumn,Legend Travel Egypt,1130.43
T00625,16,Male,Australia,Aswan,7,Summer,Majestic Travel Egypt,2015.87
T00626,11,Female,Canada,Hurghada,9,Summer,Key Egypt Travel,1836.41
T00627,16,Female,USA,Alexandria,4,Autumn,Memphis Tours,658.46
T00628,13,Male,USA,Alexandria,3,Spring,Lotus Tours Egypt,347.8
T00629,14,Male,USA,Hurghada,3,Spring,Travco Travel,862.44
T00630,12,Female,Australia,Hurghada,8,Winter,Sakkara Travel,2059.13
T00631,15,Female,Germany,Sharm El Sheikh,4,Spring,Travel Line Egypt,691.85
T00632,11,Male,Norway,Alexandria,3,Summer,Egypt Tours Portal,369.06
T00633,18,Female,Sweden,Sharm El Sheikh,10,Summer,Insight Vacations Egypt,1575.0
T00634,14,Male,USA,Cairo,2,Autumn,Star Travel Egypt,214.23
T00635,9,Female,Norway,Luxor,8,Spring,Top Travel Egypt,1618.75
T00636,16,Female,Canada,Cairo,7,Winter,Nefertiti Travel,677.86
T00637,16,Male,Spain,Luxor,3,Summer,Insight Vacations Egypt,602.98
T00638,13,Male,Italy,Sharm El Sheikh,6,Autumn,Magic Carpet Travel,2024.34
T00639,8,Male,Canada,Luxor,8,Summer,Universal Travel Egypt,1083.27
T00640,5,Male,Canada,Aswan,5,Spring,Travel Choice Egypt,1075.89
T00641,11,Male,Canada,Aswan,7,Autumn,Sun International,1427.21
T00642,11,Male,Sweden,Aswan,9,Spring,Global Travel Egypt,1673.78
T00643,11,Male,USA,Alexandria,4,Spring,Vacation Travel Egypt,609.54
T00644,12,Male,France,Alexandria,8,Autumn,Deluxe Tours Egypt,802.24
T00645,18,Male,Denmark,Alexandria,7,Winter,Travel Experts Egypt,1225.64
T00646,17,Female,Australia,Sharm El Sheikh,7,Spring,Moon Travel Egypt,2016.28
T00647,18,Female,UK,Aswan,6,Spring,Adventure Egypt Tours,924.21
T00648,9,Male,Netherlands,Luxor,9,Autumn,Royal Travel Egypt,2198.27
T00649,7,Male,Italy,Alexandria,8,Summer,Blue Sky Travel Egypt,1006.72
T00650,14,Female,Spain,Luxor,2,Winter,Mirage Travel Egypt,290.31
T00651,12,Male,USA,Cairo,2,Spring,Star Travel Egypt,167.16
T00652,12,Male,Australia,Luxor,8,Spring,Sunrise Travel Egypt,1328.26
T00653,9,Male,Canada,Alexandria,9,Winter,Plan Egypt Tours,831.9
T00654,15,Male,Denmark,Alexandria,8,Summer,Sakkara Travel,1367.51
T00655,6,Male,Spain,Hurghada,6,Autumn,Scandia Tours Egypt,1114.15
T00656,5,Female,Denmark,Aswan,8,Winter,King Tut Tours,1679.8
T00657,15,Female,Australia,Alexandria,3,Summer,Elite Egypt Tours,535.86
T00658,12,Female,Italy,Luxor,2,Spring,Heliopolis Travel,482.76
T00659,17,Male,Canada,Aswan,4,Spring,Luxor and Aswan Travel,693.51
T00660,16,Female,Norway,Luxor,3,Spring,Mirage Travel Egypt,333.05
T00661,6,Male,UK,Luxor,9,Autumn,Blue Sky Travel Egypt,1145.84
T00662,14,Female,Italy,Aswan,4,Summer,Sun International,959.95
T00663,14,Male,UK,Alexandria,6,Summer,Queen Egypt Tours,1013.43
T00664,5,Male,Denmark,Alexandria,3,Summer,Travco Travel,487.82
T00665,15,Female,USA,Sharm El Sheikh,6,Autumn,Modern Travel Egypt,2016.68
T00666,8,Female,Canada,Sharm El Sheikh,5,Summer,Travel Services Egypt,901.81
T00667,13,Female,Australia,Luxor,5,Winter,Red Sea Travel Egypt,1186.07
T00668,17,Male,UK,Luxor,10,Spring,Vacation Travel Egypt,1235.17
T00669,10,Female,Australia,Alexandria,4,Summer,Wonder Travel Egypt,491.67
